pid,location,property_type,appraisal_2025,assessment_2025,appraisal_2024,assessment_2024,appraisal_2023,assessment_2023,appraisal_2022,assessment_2022,appraisal_2021,assessment_2021
1962,26 MECHANIC ST,RESIDENTIAL,401100,401100,302900,302900,302900,302900,302900,302900,,
1963,30 MECHANIC ST,RESIDENTIAL,218700,218700,163100,163100,163100,163100,163100,163100,,
1964,20 MECHANIC ST,COMMERCIAL,480000,480000,328400,328400,328400,328400,328400,328400,,
1965,6 MECHANIC ST,COMMERCIAL,330400,330400,292100,292100,292100,292100,292100,292100,,
1966,40 MASCOMA ST,RESIDENTIAL,420200,420200,313500,313500,307700,307700,303300,303300,,
1967,46 MASCOMA ST,RESIDENTIAL,548600,548600,397900,397900,397900,397900,397900,397900,,
1968,50 MASCOMA ST,RESIDENTIAL,398000,398000,307900,307900,307900,307900,307900,307900,,
1969,54 MASCOMA ST,RESIDENTIAL,366000,366000,279600,279600,279600,279600,279600,279600,,
1970,56 MASCOMA ST,RESIDENTIAL,388500,388500,308300,308300,308300,308300,308300,308300,,
1971,62 MASCOMA ST,RESIDENTIAL,490200,490200,346100,346100,346000,346000,346000,346000,,
1972,66 MASCOMA ST,RESIDENTIAL,436000,436000,330500,330500,330500,330500,330500,330500,,
1973,0 SCHOOL ST,,973900,973900,791800,791800,791800,791800,791800,791800,,
1974,22 SCHOOL ST,COMMERCIAL,901600,901600,773500,773500,773600,773600,773600,773600,,
1975,18 SCHOOL ST,COMMERCIAL,2417400,2417400,2081500,2081500,2081500,2081500,2081500,2081500,,
1976,14 SCHOOL ST,RESIDENTIAL,872000,872000,668000,668000,636700,636700,636700,636700,,
1977,10 SCHOOL ST,RESIDENTIAL,514900,514900,329900,329900,330000,330000,330000,330000,,
1978,8 SCHOOL ST,COMMERCIAL,621600,621600,476300,476300,476300,476300,476300,476300,,
1979,2 S PARK ST,COMMERCIAL,801900,801900,731100,731100,731000,731000,731000,731000,,
1980,4 S PARK ST,COMMERCIAL,1340100,675800,992200,675800,992200,675800,992200,675800,,
1981,6 S PARK ST,COMMERCIAL,926300,926300,827600,827600,827700,827700,827700,827700,,
1982,8 S PARK ST,COMMERCIAL,1099600,1099600,948600,948600,948500,948500,932900,932900,,
1983,0 N PARK ST,,1071200,1071200,880600,880600,880600,880600,880600,880600,,
1984,39 N PARK ST,COMMERCIAL,3063500,3063500,2624900,2624900,2624500,2624500,2624500,2624500,,
1985,31 N PARK ST,COMMERCIAL,585100,585100,473900,473900,473900,473900,473900,473900,,
1986,1 N PARK ST,COMMERCIAL,498200,498200,420800,420800,420700,420700,420700,420700,,
1987,2 CAMPBELL ST,COMMERCIAL,855000,855000,697300,697300,697200,697200,697200,697200,,
1990,15 FLYNN ST,COMMERCIAL,533800,533800,357800,357800,307800,307800,307800,307800,,
1991,11 FLYNN ST,RESIDENTIAL,272600,272600,198000,198000,198000,198000,198000,198000,,
1992,13 FLYNN ST,RESIDENTIAL,401000,401000,244200,244200,180300,180300,180300,180300,,
1993,0 CAMPBELL ST,,258200,258200,201900,201900,201900,201900,201900,201900,,
1994,10-12 CAMPBELL ST,COMMERCIAL,1938000,1938000,1616000,1616000,1572000,1572000,1572000,1572000,,
1995,1 TAYLOR ST,COMMERCIAL,6536192,6536192,4643900,4643900,4643900,4643900,4643900,4643900,,
1996,5 SPENCER ST,COMMERCIAL,689700,689700,468800,468800,456500,456500,456500,456500,,
1997,15 SPENCER ST,RESIDENTIAL,210308,210308,155800,155800,155800,155800,160500,160500,,
1998,17 SPENCER ST,,449538,449538,359700,359700,358700,358700,358700,358700,,
1999,20 SPENCER ST,,852700,852700,704500,704500,704500,704500,704500,704500,,
2001,10 SPENCER ST,COMMERCIAL,651288,527100,527100,527100,527100,527100,527100,527100,,
2002,4 SPENCER ST,COMMERCIAL,323368,323368,221290,221290,198422,198422,217101,217101,,
2003,2 SPENCER ST,COMMERCIAL,1087214,1087214,760233,760233,799974,799974,814415,814415,,
2004,19 PARKHURST ST,RESIDENTIAL,575600,575600,379600,379600,379600,379600,379600,379600,,
2005,23 PARKHURST ST,COMMERCIAL,723800,723800,455000,455000,447400,447400,447400,447400,,
2006,27 PARKHURST ST,COMMERCIAL,536000,536000,366900,366900,367100,367100,367100,367100,,
2007,29 PARKHURST ST,RESIDENTIAL,452700,452700,344000,344000,344000,344000,344000,344000,,
2008,33 PARKHURST ST,RESIDENTIAL,477600,477600,310100,310100,261500,261500,260300,260300,,
2009,35 PARKHURST ST,RESIDENTIAL,466600,466600,305500,305500,305500,305500,305500,305500,,
2010,37 PARKHURST ST,RESIDENTIAL,598700,598700,396100,396100,396100,396100,396100,396100,,
2011,9 ALLEN ST,RESIDENTIAL,511900,511900,484100,484100,426700,426700,426700,426700,,
2012,5 ALLEN ST,RESIDENTIAL,512700,512700,389600,389600,389600,389600,389600,389600,,
2013,3 ALLEN ST,RESIDENTIAL,489500,489500,354900,354900,354900,354900,354900,354900,,
2014,4 ALLEN ST,RESIDENTIAL,541800,541800,413200,413200,413100,413100,413100,413100,,
2015,6 ALLEN ST,RESIDENTIAL,577400,577400,436700,436700,436700,436700,436700,436700,,
2016,32 PARKHURST ST,RESIDENTIAL,582500,582500,447100,447100,447100,447100,447100,447100,,
2017,28 PARKHURST ST,RESIDENTIAL,503100,503100,380800,380800,361800,361800,361800,361800,,
2018,26 PARKHURST ST,RESIDENTIAL,458500,458500,300100,300100,300100,300100,300100,300100,,
2019,24 PARKHURST ST,RESIDENTIAL,339300,339300,232600,232600,232600,232600,232600,232600,,
2020,22 PARKHURST ST,RESIDENTIAL,324700,324700,237200,237200,235600,235600,235600,235600,,
2021,1 ELM ST,RESIDENTIAL,367400,367400,247300,247300,254300,254300,254300,254300,,
2022,3 ELM ST,RESIDENTIAL,430300,430300,330500,330500,330500,330500,330500,330500,,
2023,5 ELM ST,RESIDENTIAL,532300,532300,402700,402700,402700,402700,402700,402700,,
2024,20 PARKHURST ST,RESIDENTIAL,447800,447800,347300,347300,347300,347300,347300,347300,,
2025,16 PARKHURST ST,RESIDENTIAL,475300,475300,354500,354500,354500,354500,354500,354500,,
2026,14 PARKHURST ST,COMMERCIAL,1173800,1173800,723700,723700,723700,723700,723700,723700,,
2027,10 PARKHURST ST,COMMERCIAL,1290600,1290600,756511,756500,756511,756500,812900,812900,,
2028,1 CAMPBELL ST,COMMERCIAL,1107700,1107700,881900,881900,882000,882000,882000,882000,,
2029,3 CAMPBELL ST,RESIDENTIAL,1285700,1285700,914500,914500,914400,914400,914400,914400,,
2030,1 BANK ST,RESIDENTIAL,1322800,1322800,1002500,1002500,1002600,1002600,1002600,1002600,,
2031,11 BANK ST,COMMERCIAL,2554050,749190,319930,319927,319930,319927,319930,319927,,
2032,7 BANK ST,COMMERCIAL,442400,442400,348900,348900,267200,267200,346300,346300,,
2034,21 BANK ST,COMMERCIAL,838900,838900,698700,698700,684500,684500,684500,684500,,
2035,23 BANK ST,COMMERCIAL,764100,764100,693900,693900,693800,693800,693800,693800,,
2036,27 BANK ST,COMMERCIAL,609900,609900,544000,544000,543900,543900,543900,543900,,
2037,31 BANK ST,RESIDENTIAL,941700,941700,531800,531800,526200,526200,526200,526200,,
2038,33 BANK ST,COMMERCIAL,585000,585000,332400,332400,327100,327100,327000,327000,,
2039,37 BANK ST,COMMERCIAL,463100,463100,401400,401400,401400,401400,464800,464800,,
2040,41 BANK ST,RESIDENTIAL,600800,600800,337400,337400,337400,337400,337400,337400,,
2041,43 BANK ST,RESIDENTIAL,709700,709700,448100,448100,448100,448100,448100,448100,,
2042,75 BANK ST,COMMERCIAL,4921041,4921040,3468100,3468100,3471600,3471600,3471600,3471600,,
2043,77 BANK ST,COMMERCIAL,718400,718400,639300,639300,613200,613200,613200,613200,,
2044,79 BANK ST,RESIDENTIAL,448900,448900,280500,280500,280600,280600,280600,280600,,
2045,81 BANK ST,RESIDENTIAL,620300,620300,350200,350200,350200,350200,350200,350200,,
2046,85 BANK ST,COMMERCIAL,506600,506600,319200,319200,319200,319200,319200,319200,,
2047,87 BANK ST,RESIDENTIAL,560900,560900,387000,387000,335400,335400,335400,335400,,
2048,93 BANK ST,RESIDENTIAL,673900,673900,448900,448900,449000,449000,449000,449000,,
2049,99 BANK ST,RESIDENTIAL,350700,350700,196100,196100,196100,196100,196100,196100,,
2050,103 BANK ST,COMMERCIAL,507900,507900,284300,284300,284300,284300,284300,284300,,
2051,105 BANK ST,COMMERCIAL,293900,293900,184100,184100,184100,184100,184100,184100,,
2052,102 BANK ST,RESIDENTIAL,611751,611751,461000,461000,461000,461000,461000,461000,,
2053,98 BANK ST,RESIDENTIAL,1007927,1007927,742100,742100,742100,742100,909900,909900,,
2054,94 BANK ST,RESIDENTIAL,1059115,1059115,794500,794500,794500,794500,794500,794500,,
2055,90 BANK ST,RESIDENTIAL,757200,757200,575300,575300,575400,575400,575400,575400,,
2056,86 BANK ST,RESIDENTIAL,546300,546300,409700,409700,409700,409700,406500,406500,,
2057,3 FOREST AVE,RESIDENTIAL,472000,472000,356300,356300,356200,356200,356200,356200,,
2058,7 FOREST AVE,RESIDENTIAL,430892,430892,328500,328500,328500,328500,328500,328500,,
2059,9 FOREST AVE,RESIDENTIAL,370800,370800,256500,256500,256500,256500,256500,256500,,
2060,15 FOREST AVE,RESIDENTIAL,653200,653200,487000,487000,486900,486900,486900,486900,,
2061,17 FOREST AVE,RESIDENTIAL,414073,414073,302900,302900,302900,302900,302900,302900,,
2062,41 FOREST AVE,RESIDENTIAL,390500,390500,295500,295500,306900,306900,306900,306900,,
2063,45 FOREST AVE,RESIDENTIAL,365000,365000,299500,299500,300900,300900,300900,300900,,
2064,46 FOREST AVE,RESIDENTIAL,368500,368500,260600,260600,260600,260600,260600,260600,,
2065,44 FOREST AVE,RESIDENTIAL,406200,406200,286800,286800,286800,286800,286800,286800,,
2066,18 FOREST AVE,RESIDENTIAL,437300,437300,60400,60400,60500,60500,60500,60500,,
2067,0 FOREST AVE,,34000,34000,28500,28500,28500,28500,28500,28500,,
2068,3 FOREST AVE,,13300,13300,11300,11300,11300,11300,11300,11300,,
2069,78 BANK ST,RESIDENTIAL,537600,537600,332300,332300,477000,477000,477000,477000,,
2070,72 BANK ST,COMMERCIAL,545900,545900,392400,392400,392400,392400,392400,392400,,
2071,68 BANK ST,RESIDENTIAL,593530,593530,373200,373200,373200,373200,373200,373200,,
2072,64 BANK ST,RESIDENTIAL,1013500,1013500,665200,665200,665200,665200,665300,665300,,
2073,60 BANK ST,COMMERCIAL,749000,749000,528100,528100,526600,526600,526600,526600,,
2074,56 BANK ST,COMMERCIAL,708000,708000,567200,567200,568600,568600,568600,568600,,
2075,54 BANK ST,COMMERCIAL,530600,530600,468400,468400,468500,468500,468500,468500,,
2076,50 BANK ST,RESIDENTIAL,719000,719000,501200,501200,501200,501200,501200,501200,,
2077,48 BANK ST,RESIDENTIAL,1017800,1017800,789100,789100,789000,789000,778300,778300,,
2078,44 BANK ST,RESIDENTIAL,813500,813500,521500,521500,521400,521400,521400,521400,,
2079,38 BANK ST,COMMERCIAL,610700,610700,546200,546200,546300,546300,546300,546300,,
2080,34 BANK ST,COMMERCIAL,504300,504300,422100,422100,422000,422000,468800,468800,,
2081,36 BANK ST,RESIDENTIAL,489800,489800,370800,370800,396600,396600,396600,396600,,
2082,32 BANK ST,RESIDENTIAL,589400,589400,354900,354900,354900,354900,354900,354900,,
2083,30 BANK ST,COMMERCIAL,644300,644300,573700,573700,573800,573800,573800,573800,,
2084,26 BANK ST,COMMERCIAL,799000,799000,716200,716200,716300,716300,716300,716300,,
2085,20 BANK ST,COMMERCIAL,762300,762300,666400,666400,666500,666500,666500,666500,,
2086,18 BANK ST,COMMERCIAL,707500,707500,606600,606600,606700,606700,606700,606700,,
2087,14 BANK ST,RESIDENTIAL,1201600,1201600,931800,931800,931800,931800,392500,392500,,
2089,9 E PARK ST,COMMERCIAL,2054800,2054800,1845300,1845300,1845000,1845000,1845000,1845000,,
2090,11 E PARK ST,COMMERCIAL,1059600,1059600,839000,839000,839100,839100,839100,839100,,
2091,1 SCHOOL ST,COMMERCIAL,725900,725900,650300,650300,650200,650200,650200,650200,,
2092,3 SCHOOL ST,COMMERCIAL,455700,455700,347800,347800,347800,347800,347800,347800,,
2093,4 GREEN ST,RESIDENTIAL,408300,408300,270200,270200,270100,270100,270100,270100,,
2094,12 GREEN ST,RESIDENTIAL,1275200,1275200,926800,926800,926700,926700,529300,529300,,
2095,14 GREEN ST,RESIDENTIAL,568300,568300,361300,361300,361300,361300,361300,361300,,
2096,16 GREEN ST,COMMERCIAL,517700,517700,431000,431000,431100,431100,431100,431100,,
2097,18 GREEN ST,RESIDENTIAL,419500,419500,285000,285000,285100,285100,285100,285100,,
2098,20 GREEN ST,RESIDENTIAL,494900,494900,393300,393300,393300,393300,393300,393300,,
2099,22 GREEN ST,COMMERCIAL,433700,433700,287600,287600,287600,287600,287600,287600,,
2100,20 ELM ST,RESIDENTIAL,663700,663700,440400,440400,440300,440300,440300,440300,,
2101,23 ELM ST,RESIDENTIAL,427800,427800,318800,318800,318800,318800,318800,318800,,
2102,21 ELM ST,RESIDENTIAL,375200,375200,286000,286000,286000,286000,286000,286000,,
2103,24 GREEN ST,RESIDENTIAL,627100,627100,389200,389200,389200,389200,389200,389200,,
2104,28 GREEN ST,RESIDENTIAL,638700,638700,478100,478100,478000,478000,478000,478000,,
2105,38 GREEN ST,COMMERCIAL,779900,779900,607500,607500,607700,607700,607700,607700,,
2106,42 GREEN ST,RESIDENTIAL,516500,516500,337600,337600,337500,337500,337500,337500,,
2107,46 GREEN ST,RESIDENTIAL,446000,446000,332700,332700,332600,332600,332600,332600,,
2108,52 GREEN ST,RESIDENTIAL,482400,482400,362600,362600,362600,362600,362600,362600,,
2109,10 SHAW ST,RESIDENTIAL,476000,476000,342600,342600,342600,342600,342600,342600,,
2110,8 SHAW ST,RESIDENTIAL,446000,446000,322000,322000,322100,322100,322100,322100,,
2111,5 SHAW ST,RESIDENTIAL,485900,485900,374700,374700,374700,374700,374700,374700,,
2112,7 SHAW ST,RESIDENTIAL,541400,541400,403000,403000,403000,403000,403000,403000,,
2113,9 SHAW ST,RESIDENTIAL,530200,530200,399800,399800,403700,403700,403700,403700,,
2114,11 SHAW ST,RESIDENTIAL,449100,449100,332500,332500,332400,332400,332400,332400,,
2115,13 SHAW ST,RESIDENTIAL,463300,463300,349600,349600,349700,349700,349700,349700,,
2116,15 SHAW ST,RESIDENTIAL,608300,608300,440100,440100,440100,440100,440100,440100,,
2117,17 SHAW ST,RESIDENTIAL,679800,679800,506500,506500,331700,331700,331700,331700,,
2118,19 SHAW ST,RESIDENTIAL,630000,630000,472900,472900,472800,472800,472800,472800,,
2119,21 SHAW ST,RESIDENTIAL,664500,664500,475400,475400,475400,475400,475400,475400,,
2120,27 SHAW ST,COMMERCIAL,646700,646700,431700,431700,431800,431800,431800,431800,,
2121,29 SHAW ST,RESIDENTIAL,547500,547500,418100,418100,418000,418000,418000,418000,,
2122,0 SHAW ST,,86700,86700,70600,70600,70600,70600,70600,70600,,
2123,74 FOREST AVE,RESIDENTIAL,370100,370100,278600,278600,278700,278700,278700,278700,,
2124,36 KIMBALL ST,RESIDENTIAL,380400,380400,274200,274200,274200,274200,274200,274200,,
2125,34 KIMBALL ST,RESIDENTIAL,430000,430000,327600,327600,327700,327700,327700,327700,,
2126,30 KIMBALL ST,RESIDENTIAL,487100,487100,372500,372500,372400,372400,372400,372400,,
2127,28 KIMBALL ST,COMMERCIAL,595200,595200,431400,431400,430600,430600,430600,430600,,
2129,28 UNION ST,RESIDENTIAL,611900,611900,439900,439900,439900,439900,439900,439900,,
2130,18 KIMBALL ST,RESIDENTIAL,676900,676900,481000,481000,481000,481000,481000,481000,,
2131,16 KIMBALL ST,RESIDENTIAL,511400,511400,385600,385600,385600,385600,385600,385600,,
2132,14 KIMBALL ST,RESIDENTIAL,317200,317200,220100,220100,220100,220100,220100,220100,,
2133,24 UNION ST 1,,238000,238000,157000,157000,157000,157000,157000,157000,,
2134,24 UNION ST 2,,230700,230700,152500,152500,152500,152500,152500,152500,,
2135,24 UNION ST 3,,263000,263000,170000,170000,170000,170000,170000,170000,,
2136,23 UNION ST,RESIDENTIAL,484700,484700,357500,357500,357500,357500,357500,357500,,
2137,29 KIMBALL ST,RESIDENTIAL,504400,504400,379000,379000,369800,369800,369800,369800,,
2138,31 KIMBALL ST,RESIDENTIAL,468900,468900,353800,353800,353800,353800,353800,353800,,
2139,34 SHAW ST,RESIDENTIAL,521200,521200,388400,388400,388400,388400,388400,388400,,
2140,32 SHAW ST,RESIDENTIAL,575500,575500,424900,424900,424800,424800,424800,424800,,
2141,30 SHAW ST,RESIDENTIAL,500900,500900,363300,363300,347800,347800,347800,347800,,
2142,28 SHAW ST,RESIDENTIAL,474000,474000,353800,353800,353800,353800,353800,353800,,
2143,24 SHAW ST,COMMERCIAL,565700,565700,368500,368500,368500,368500,368500,368500,,
2144,22 SHAW ST,RESIDENTIAL,580000,580000,442300,442300,442300,442300,442300,442300,,
2145,47 GREEN ST #1,,487700,487700,229900,229900,229900,229900,229900,229900,,
2146,49 GREEN ST #2,,504500,504500,236700,236700,236700,236700,236700,236700,,
2147,18 SHAW ST 3,,542100,542100,256800,256800,256300,256300,256300,256300,,
2148,20 SHAW ST 4,,537400,537400,256800,256800,256800,256800,256800,256800,,
2149,45 GREEN ST,COMMERCIAL,477400,477400,370100,370100,370000,370000,370000,370000,,
2150,41 GREEN ST,RESIDENTIAL,390600,390600,255300,255300,255300,255300,255300,255300,,
2151,39 GREEN ST,RESIDENTIAL,360300,360300,248600,248600,248600,248600,248600,248600,,
2152,1 UNION ST,RESIDENTIAL,394100,394100,252100,252100,252100,252100,252100,252100,,
2153,3 UNION ST,RESIDENTIAL,448300,448300,332200,332200,275000,275000,275000,275000,,
2154,5 UNION ST,RESIDENTIAL,434900,434900,322400,322400,322400,322400,322400,322400,,
2155,7 UNION ST,RESIDENTIAL,707300,707300,535800,535800,535700,535700,535700,535700,,
2156,11 UNION ST,RESIDENTIAL,447800,447800,336300,336300,336200,336200,336200,336200,,
2157,15 UNION ST,RESIDENTIAL,415600,415600,280000,280000,280100,280100,280100,280100,,
2158,19 UNION ST,COMMERCIAL,565800,565800,433900,433900,424300,424300,424300,424300,,
2159,20 UNION ST,RESIDENTIAL,442200,442200,325800,325800,325700,325700,325700,325700,,
2160,18 UNION ST,COMMERCIAL,572400,572400,382300,382300,382300,382300,382300,382300,,
2161,14 UNION ST,RESIDENTIAL,433700,433700,278200,278200,278200,278200,278200,278200,,
2162,12 UNION ST,RESIDENTIAL,390200,390200,289100,289100,276600,276600,276600,276600,,
2163,8 UNION ST,RESIDENTIAL,579000,579000,449900,449900,450000,450000,450000,450000,,
2164,33 GREEN ST,RESIDENTIAL,646400,646400,408700,408700,408800,408800,408800,408800,,
2165,29 GREEN ST,RESIDENTIAL,506900,506900,334200,334200,333500,333500,333500,333500,,
2166,25 GREEN ST,COMMERCIAL,424700,424700,342400,342400,342500,342500,342500,342500,,
2167,31 ELM ST,COMMERCIAL,665600,665600,449700,449700,449700,449700,449700,449700,,
2168,37 ELM ST,RESIDENTIAL,553100,553100,390500,390500,390500,390500,427100,427100,,
2169,41 ELM ST,RESIDENTIAL,518900,518900,395900,395900,395900,395900,395900,395900,,
2170,49 ELM ST,COMMERCIAL,672500,672500,452700,452700,452900,452900,452900,452900,,
2171,15 KIMBALL ST,RESIDENTIAL,638400,638400,481800,481800,481900,481900,481900,481900,,
2172,46 ELM ST,RESIDENTIAL,470000,470000,359400,359400,351600,351600,355600,355600,,
2173,42 ELM ST,COMMERCIAL,645300,645300,415400,415400,415400,415400,415400,415400,,
2174,38 ELM ST,RESIDENTIAL,596200,596200,401000,401000,400900,400900,400900,400900,,
2175,36 ELM ST,RESIDENTIAL,430300,430300,277700,277700,277700,277700,277700,277700,,
2176,34 ELM ST,RESIDENTIAL,350900,350900,253600,253600,253600,253600,253600,253600,,
2177,28 ELM ST,COMMERCIAL,596200,596200,403100,403100,403100,403100,403100,403100,,
2178,21 GREEN ST,RESIDENTIAL,553600,553600,391900,391900,391900,391900,391900,391900,,
2179,17 GREEN ST,RESIDENTIAL,520500,520500,376800,376800,376900,376900,376900,376900,,
2180,15 GREEN ST,RESIDENTIAL,511200,511200,354400,354400,354300,354300,354300,354300,,
2181,13 GREEN ST,RESIDENTIAL,495400,495400,381600,381600,381600,381600,381600,381600,,
2182,11 GREEN ST,RESIDENTIAL,461000,461000,353700,353700,353800,353800,353800,353800,,
2183,7 GREEN ST,RESIDENTIAL,393000,393000,301000,301000,301000,301000,301000,301000,,
2184,3 GREEN ST,RESIDENTIAL,469700,469700,347100,347100,347200,347200,347200,347200,,
2185,11 SCHOOL ST,COMMERCIAL,2359700,2359700,1913500,1913500,1793600,1793600,1491800,1491800,,
2186,15 SCHOOL ST,RESIDENTIAL,507100,507100,366400,366400,366400,366400,418700,418700,,
2187,17 SCHOOL ST,RESIDENTIAL,666600,666600,491800,491800,488000,488000,488000,488000,,
2188,19 SCHOOL ST,RESIDENTIAL,1184700,1184700,859600,859600,827600,827600,827600,827600,,
2189,23 SCHOOL ST,RESIDENTIAL,530500,530500,379700,379700,379700,379700,379700,379700,,
2190,29 SCHOOL ST,COMMERCIAL,1322700,1322700,989600,989600,989800,989800,989800,989800,,
2191,7 KIMBALL ST,COMMERCIAL,3245000,3245000,2383300,2383300,2383300,2383300,2383300,2383300,,
2192,9 KIMBALL ST,RESIDENTIAL,631900,631900,489400,489400,489400,489400,489400,489400,,
2193,162 DARTMOUTH COLLEGE HWY,RESIDENTIAL,302500,302500,221800,221800,221900,221900,221900,221900,,
2194,0 DARTMOUTH COLLEGE HWY,,24100,24100,19900,19900,19900,19900,19900,19900,,
2195,156 DARTMOUTH COLLEGE HWY,RESIDENTIAL,363095,363095,265300,265300,265300,265300,265300,265300,,
